location_area,direction,category,places,place_count
Malad,West,Hospital,"[""Evershine Nursing Home""]",1
Malad,West,Other,"[""Nobel Chemist""]",1
Malad,West,Fuel Station,"[""Petrol Pump""]",1
Malad,West,Bank,"[""New india cop bank""]",1
Malad,West,Restaurant,"[""YOGITA RESTAURANT""]",1
Malad,West,Other,"[""FRIENDS KATTA""]",1
Malad,West,Other,"[""Kokan Kinara""]",1
Malad,West,Restaurant,"[""Disha Restaurant & Bar""]",1
Malad,West,Hotel,"[""Bhagwati Hotel""]",1
Malad,West,Food & Beverage,"[""Jimis Burger""]",1
Malad,West,Restaurant,"[""Nityananad Bar & Restaurant""]",1
Malad,West,Mall,"[""Raghuleela Mega Mall""]",1
Malad,West,School,"[""Saint Lawrence School""]",1
Malad,West,Other,"[""Malad Mindspace""]",1
Malad,West,School,"[""St. Paul's High School""]",1
Malad,West,Park,"[""The Westin Mumbai Garden City"", ""The Westin Mumbai""]",2
Malad,West,Other,"[""The Global Elephant""]",1
Malad,West,Hospital,"[""Namaha Hospital""]",1
Malad,West,Other,"[""Mumbai Football Arena""]",1
Malad,West,Hospital,"[""The Children's Hospital""]",1
Malad,West,Market,"[""D Mart Malad West""]",1
Malad,West,School,"[""Ryan International School, Malad Wast""]",1
Malad,West,Other,"[""D. G. Khetan International""]",1
Malad,West,School,"[""Elia Sarwat Urdu High School""]",1
Malad,West,School,"[""Rose Mary English High School""]",1
Malad,West,Other,"[""PNB, Father Justin Dsouza Rd""]",1
Malad,West,Bank,"[""ICICI Bank Malad"", ""Icici bank""]",2
Malad,West,Fuel Station,"[""Indian Oil Malad""]",1
Malad,West,Other,"[""Cellbuddy Apple Store""]",1
Malad,West,Other,"[""Kandivli"", ""Kandivali""]",2
Malad,West,School,"[""Mumbai Public School""]",1
Malad,West,Hospital,"[""Atlantis Hospital"", ""Atlantis HOSPITAL""]",2
Malad,West,Other,"[""Techniplex 1""]",1
Malad,West,Mall,"[""Ramada Plaza by Wyndham Palm Grove""]",1
Malad,West,Other,"[""Snow World""]",1
Malad,West,Other,"[""The Bombay Presidency Golf Club""]",1
Malad,West,Commercial Complex,"[""Andheri Sports Complex""]",1
Malad,West,Hospital,"[""Raksha Multispeciality Hospital"", ""Raksha Multispecialty Hospital""]",2
Malad,West,Airport,"[""Chhatrapati International Airport""]",1
Malad,West,Bank,"[""State bank of india ATM"", ""United bank of india ATM""]",2
Malad,West,Bank,"[""Idbi bank ATM""]",1
Malad,West,Clinic,"[""Dhanukar Wadi Dispensary""]",1
Malad,West,Religious Place,"[""Durgeshwari Temple""]",1
Malad,West,Religious Place,"[""SMVS Swaminarayan Temple""]",1
Malad,West,Religious Place,"[""Saibaba Mandir Saibaba Temple""]",1
Malad,West,Religious Place,"[""Hanuman Temple"", ""Hanuman Mandir""]",2
Malad,West,Hospital,"[""Niramay Mother-Care Centre Maternity and Surgical""]",1
Malad,West,Hospital,"[""Medicenter Nursing Home""]",1
Malad,West,Clinic,"[""Sai Care Clinic""]",1
Malad,West,Hospital,"[""Anand Nursing Home Kandivali"", ""Anand Nursing Home""]",2
Malad,West,Hospital,"[""Sai Sparsh Maternity and Nursing Home""]",1
Malad,West,Hospital,"[""Shreeji Kripa Surgical Center Icu and Nursing Home""]",1
Malad,West,Hospital,"[""Sailee Hospital and Diagnostic Center""]",1
Malad,West,Clinic,"[""Seth Ent and Eye Clinic""]",1
Malad,West,Clinic,"[""Jaydeep Eye and Physiotherapy Clinic - Kandivli""]",1
Malad,West,Hospital,"[""Neoplus Criticare Children Hospital""]",1
Malad,West,Hospital,"[""Kirti Nursing Home""]",1
Malad,West,Hospital,"[""Navjivan Hospital""]",1
Malad,West,Hospital,"[""Sanghvi Maternity and Surgical Hospital""]",1
Malad,West,Speciality Hospital,"[""Punit Orthopaedic Hospital""]",1
Malad,West,Hospital,"[""Dr. Vora's Premature Critical Care and General Hospital""]",1
Malad,West,Hospital,"[""Shree Ganesha Hospital""]",1
Malad,West,Railway Station,"[""Siddhivinayak Nurshing Home""]",1
Malad,West,Bus Stop,"[""BEST Depot""]",1
Malad,West,Speciality Hospital,"[""BBC - Borivili Biriyani Centre""]",1
Malad,West,Other,"[""Sattva""]",1
Malad,West,Other,"[""Banana leaf""]",1
Malad,West,Other,"[""Sankalp""]",1
Malad,West,Cafe,"[""CCD - Cafe Coffee Day""]",1
Malad,West,FastFood/Restaurant,"[""Pizza Hut""]",1
Malad,West,Other,"[""Ten One""]",1
Malad,West,Other,"[""Soda planet""]",1
Malad,West,Food & Beverage,"[""Starbucks""]",1
Malad,West,Other,"[""Utsav""]",1
Malad,West,Other,"[""Dr.Shyam Agrawal""]",1
Malad,West,Hospital,"[""Devangi Hospital""]",1
Malad,West,Hospital,"[""Royal Health Care Pvt Ltd""]",1
Malad,West,Religious Place,"[""Ratnapuri Jain Mandir"", ""Jain Mandir""]",2
Malad,West,Religious Place,"[""Panchasar derasar""]",1
Malad,West,Hospital,"[""Anandpara Surgical and General Hospital""]",1
Malad,West,Hospital,"[""Sanjeevani Surgical and General Hospital""]",1
Malad,West,Hospital,"[""Jeevan Maternity and Genral Hospital""]",1
Malad,West,Hospital,"[""Suchak Hospital""]",1
Malad,West,Clinic,"[""Shah Eye Clinic and Microsurgery Centre""]",1
Malad,West,Hospital,"[""Megha Surgical Hospital""]",1
Malad,West,Clinic,"[""Agrawal Clinic""]",1
Malad,West,School,"[""Universal High School""]",1
Malad,West,Mall,"[""Infinity Mall""]",1
Malad,West,School,"[""VIBGYOR School""]",1
Malad,West,School,"[""St. Jude's high school""]",1
Malad,West,University,"[""Jadavpur University""]",1
Malad,West,Other,"[""Rainbow Coworks""]",1
Malad,West,Other,"[""The Westin""]",1
Malad,West,Tourist Place,"[""Essel world Amusement""]",1
Malad,West,Bus Stop,"[""Malvani Bus Depot""]",1
Malad,West,ATM,"[""Sbi ATM"", ""SBI ATM""]",2
Malad,West,Restaurant,"[""Sagar Restaurant""]",1
Malad,West,Restaurant,"[""Delphin Restaurant""]",1
Malad,West,Other,"[""Varads Kitchen""]",1
Malad,West,Hotel,"[""Hotel Navjeevan""]",1
Malad,West,Restaurant,"[""Top Star Restaurant""]",1
Malad,West,Metro Station,"[""Dahanukar Wadi Metro Station"", ""Dahanukarwadi Station""]",2
Malad,West,Transport Hub,"[""Mahatma Gandhi Road""]",1
Malad,West,University,"[""University Of Madras""]",1
Malad,West,Tourist Place,"[""Juhu Beach""]",1
Malad,West,Bank,"[""Hdfc bank""]",1
Malad,West,Bank,"[""Kotak bank""]",1
Malad,West,Bank,"[""State bank of india""]",1
Malad,West,Railway Station,"[""Modern sweets and farsan""]",1
Malad,West,Bank,"[""Union bank ATM""]",1
Malad,West,Bank,"[""Canara bank ATM"", ""Canara bank""]",2
Malad,West,Hospital,"[""Grace Maternity and Nursing Home - Kandivli W""]",1
Malad,West,Hospital,"[""Noble Hospital Mumbai""]",1
Malad,West,Hospital,"[""Nidhi Nursing Home and Iccu""]",1
Malad,West,Clinic,"[""Panorama Eye Clinic Superspeciality Eye Care""]",1
Malad,West,Hospital,"[""Paras Nursing Home""]",1
Malad,West,Hospital,"[""Paarth Hospital""]",1
Malad,West,Hospital,"[""Vrindavan Nursing Home""]",1
Malad,West,Bank,"[""Corporation bank""]",1
Malad,West,Other,"[""jinus corner""]",1
Malad,West,Restaurant,"[""Savor Family Resto Bar""]",1
Malad,West,Other,"[""Bhagwati""]",1
Malad,West,Healthcare,"[""Vibha Care Home""]",1
Malad,West,Healthcare,"[""Eye Care Centre Borivali""]",1
Malad,West,Clinic,"[""Arihant Heart Clinic""]",1
Malad,West,Hospital,"[""Shri Bala Hanuman Maternity & Surgical Hospital"", ""Shri Bala Hanuman Maternity and Surgical Hospital""]",2
Malad,West,Speciality Hospital,"[""Vasudhan Cosmetic Plastic Surgery Centre""]",1
Malad,West,Hospital,"[""Fracture Care Hospital and Diagnostic Centre""]",1
Malad,West,Hospital,"[""Rhushabh Nursing Home & Laparoscopic Centre""]",1
Malad,West,Hospital,"[""Dhanshri Hospital"", ""Dhiraj Hospital""]",2
Malad,West,Clinic,"[""Vinit Eye Clinic Retina and Laser Centre""]",1
Malad,West,Other,"[""Shree Borivli Gujarati Seva Mandal""]",1
Malad,West,Hospital,"[""Sai Krupa E.N.T. Nursing Home""]",1
Malad,West,Hospital,"[""Dr Parikhs Maternity Gynaec and General Hospital""]",1
Malad,West,Hospital,"[""Utkarsh Nursing Home""]",1
Malad,West,Speciality Hospital,"[""Navjivan Global Heart Centre""]",1
Malad,West,Hospital,"[""Crystal Hospitals""]",1
Malad,West,Hospital,"[""Patel Nursing Home Mumbai""]",1
Malad,West,Hospital,"[""MIB Super Speciality Hospital""]",1
Malad,West,Hospital,"[""Ashirwad Orthopaedic and Surgical Nursing Home""]",1
Malad,West,Hospital,"[""Sanket Hospital""]",1
Malad,West,Hospital,"[""Rose Petal Nursing Home""]",1
Malad,West,Hospital,"[""Purohit Hospital""]",1
Malad,West,Other,"[""Dr. Vaibhav Cosmetic Surgery & Hair Transplant in Mumbai""]",1
Malad,West,Hospital,"[""Dr. Khatavs Mother and Child Hospital - Borivali Mumbai""]",1
Malad,West,Hospital,"[""Doshi Maternity Nursing Home""]",1
Malad,West,Hospital,"[""Vardann Multi Speciality Hospital""]",1
Malad,West,Hospital,"[""Amar Nursing Home""]",1
Malad,West,Hospital,"[""Bathia Hospital and Eye Clinic""]",1
Malad,West,Hospital,"[""Apex Superspeciality Hospitals""]",1
Malad,West,Clinic,"[""Gala Clinic""]",1
Malad,West,FastFood/Restaurant,"[""McDonald's""]",1
Malad,West,School,"[""Himalaya High school""]",1
Malad,West,School,"[""Our Lady Of Remedy High School and Church""]",1
Malad,West,School,"[""Muncipal School""]",1
Malad,West,Mall,"[""Books plaza library""]",1
Malad,West,School,"[""Rejoice International School""]",1
Malad,West,Institute,"[""Smt. K. G. Mittal Institute of Mgt"", ""Smt. K. G. Mittal Institute of Mgmt""]",2
Malad,West,School,"[""Rejoice Gaothan RoadSchool""]",1
Malad,West,Hospital,"[""Vivanta Hospital, JP Residency""]",1
Malad,West,Tourist Place,"[""Pandurangawadi Health Post""]",1
Malad,West,College,"[""Divine Provident School & College""]",1
Malad,West,School,"[""Trinity English School""]",1
Malad,West,Park,"[""Joggers Park""]",1
Malad,West,Other,"[""Mindspace""]",1
Malad,West,Restaurant,"[""Mainland China Restaurant""]",1
Malad,West,School,"[""St. Thomas School Ground"", ""St. Thomas School""]",2
Malad,West,Commercial / Office,"[""Corporate Arena""]",1
Malad,West,Transport Hub,"[""Swami Vivekananda Road""]",1
Malad,West,College,"[""Ghanshyamdas Saraf College""]",1
Malad,West,School,"[""Witty International School""]",1
Malad,West,Hospital,"[""Balajee Hospital""]",1
Malad,West,Sports Facility,"[""Goregaon Sports Club""]",1
Malad,West,School,"[""Billa Bong High School""]",1
Malad,West,Hospital,"[""Malwani Civil Hospital""]",1
Malad,West,Park,"[""BAF Hira Park""]",1
Malad,West,Other,"[""Malwani Fire Brigade""]",1
Malad,West,Metro Station,"[""Chakala metro station""]",1
Malad,West,Religious Place,"[""Holy Family Church""]",1
Malad,West,Other,"[""Gurdwara andheri east""]",1
Malad,West,Religious Place,"[""Ganesh Mandir""]",1
Malad,West,Hospital,"[""Goel Hospital""]",1
Malad,West,Clinic,"[""Spectacles and Contact Lens Clinic""]",1
Malad,West,Hospital,"[""Dr. Blue Shield Medical Clinic""]",1
Malad,West,Clinic,"[""Veena Clinic""]",1
Malad,West,Hospital,"[""Dadhich Nursing Home""]",1
Malad,West,Hospital,"[""Rachana Maternity Paediatric and Surgical Nursing Home""]",1
Malad,West,Hospital,"[""Umang Maternity and Surgical Nursing Home"", ""Uma Maternity Nursing Home"", ""Indu Maternity and Surgical Nursing Home""]",3
Malad,West,Hospital,"[""Dr.Sakhalkar's Maternity and Nursing Home""]",1
Malad,West,Other,"[""Apple Heritage""]",1
Malad,West,Other,"[""Crisil House""]",1
Malad,West,Other,"[""Atithi Banquet""]",1
Malad,West,Other,"[""Marol Depot""]",1
Malad,West,Railway Station,"[""Neeta bus station""]",1
Malad,West,Fuel Station,"[""Guru Nanak Petrol Pump""]",1
Malad,West,Entertainment,"[""Sangam Big Cinema""]",1
Malad,West,Other,"[""Mohan Studio""]",1
Malad,West,Other,"[""PVR Andheri""]",1
Malad,West,Bank,"[""Greater bombay co-operative bank"", ""Greater bombay bank""]",2
Malad,West,Bank,"[""Bassein catholic bank""]",1
Malad,West,Other,"[""Dharmendra Canteen""]",1
Malad,West,Other,"[""The Punjabi's Kitchen""]",1
Malad,West,Other,"[""Hare Rama Hare Krishna""]",1
Malad,West,Other,"[""Kapital Kitchen Swad Dilli ka""]",1
Malad,West,Bar,"[""NH-1 kitchen & bar""]",1
Malad,West,Other,"[""Gopal Krishna""]",1
Malad,West,Other,"[""Red Box""]",1
Malad,West,Restaurant,"[""Nagpal Restaurant""]",1
Malad,West,Speciality Hospital,"[""Aarey Milk and Juice Centre""]",1
Malad,West,Food & Beverage,"[""Apna dhaba"", ""Apna Dhaba""]",2
Malad,West,Other,"[""Amar""]",1
Malad,West,FastFood/Restaurant,"[""Amar Fast Food And Juice Center""]",1
Malad,West,School,"[""shri Ghanshamdas podhar vidyalay Rajasthani school""]",1
Malad,West,School,"[""Shri Kalgidar Mission High School""]",1
Malad,West,Other,"[""OneAssist""]",1
Malad,West,Other,"[""Vinmar House""]",1
Malad,West,Hospital,"[""Agd Biomedicals pvt Ltd""]",1
Malad,West,Metro Station,"[""Airport road metro station""]",1
Malad,West,Religious Place,"[""St. John the Baptist Church""]",1
Malad,West,Railway Station,"[""Sister adorers""]",1
Malad,West,Religious Place,"[""St. Vincent Palloti Church""]",1
Malad,West,Clinic,"[""Diabetes and Wellness Clinic""]",1
Malad,West,Hospital,"[""Shakuntala Memorial Surgical Childerns and General Hospital""]",1
Malad,West,Other,"[""BMC arogya Kendra""]",1
Malad,West,Hospital,"[""Dr Phadkes Maternity and Surgical Hospital""]",1
Malad,West,Hospital,"[""SRL Diagnostics Andheri MIDC""]",1
Malad,West,Hospital,"[""Sunita Hospital Mumbai""]",1
Malad,West,Clinic,"[""Dr. Pragati Ghosalkar Clinic""]",1
Malad,West,Other,"[""Dr. F. F. Pardiwala""]",1
Malad,West,Hospital,"[""Kokan Hospital""]",1
Malad,West,Clinic,"[""Matrichhaya Clinic""]",1
Malad,West,Clinic,"[""Revati Clinic""]",1
Malad,West,Clinic,"[""Dr. Alpa Jain Clinic""]",1
Malad,West,Clinic,"[""Shukh Aayu Clinic""]",1
Malad,West,Hospital,"[""Usha Healthcare Clinic""]",1
Malad,West,Hospital,"[""Aditya Nursing Home""]",1
Malad,West,Hospital,"[""Gokul Maternity & Surgical Home""]",1
Malad,West,Other,"[""Dr.Pintos Pathological Laboratory""]",1
Malad,West,Clinic,"[""Ramuna Clinic""]",1
Malad,West,Clinic,"[""Mrudupal Clinic""]",1
Malad,West,Hospital,"[""Chiranjeevi Nursing Home""]",1
Malad,West,Commercial Complex,"[""Leela Business Park""]",1
Malad,West,Hotel,"[""HOTEL NITYANAND""]",1
Malad,West,Other,"[""Drool over dosa""]",1
Malad,West,Other,"[""Ganesh idliwala""]",1
Malad,West,Hotel,"[""Hotel Krishna""]",1
Malad,West,Institute,"[""Institute of Indian Culture""]",1
Malad,West,Other,"[""Sai Vilayatrai Charitable Polyclinc""]",1
Malad,West,Bank,"[""Bank of baroda""]",1
Malad,West,College,"[""Shri tp bhatia college""]",1
Malad,West,Religious Place,"[""St. Thomas Church""]",1
Malad,West,Hospital,"[""Sai Krupa Hospital Mumbai""]",1
Malad,West,Clinic,"[""Bittoo Clinic""]",1
Malad,West,Hospital,"[""New Nari Hospital""]",1
Malad,West,Clinic,"[""Salpra Clinic""]",1
Malad,West,Clinic,"[""Shifa Clinic""]",1
Malad,West,Clinic,"[""Dr. Rajiv R. Bhanse Clinic""]",1
Malad,West,Clinic,"[""Nirmal Clinic""]",1
Malad,West,Clinic,"[""Mangal Dental Clinic""]",1
Malad,West,Clinic,"[""Shrishti Clinic and Microsurgery Centre""]",1
Malad,West,Clinic,"[""Dr. Suresh Na. Purandare Clinic""]",1
Malad,West,Hospital,"[""DNA Hospital""]",1
Malad,West,Other,"[""Majas Depot""]",1
Malad,West,School,"[""Universal High School, Malad""]",1
Malad,West,Other,"[""Playy Around""]",1
Malad,West,Other,"[""Country Club""]",1
Malad,West,Other,"[""The Retreat""]",1
Malad,West,Bar,"[""Versova Sachkhand Darbar""]",1
Malad,West,Religious Place,"[""Lalsahi Dham Mandir""]",1
Malad,West,Bank,"[""Indusind bank ATM"", ""Indusind bank""]",2
Malad,West,Hospital,"[""AL Kaleskar Hospital""]",1
Malad,West,Hospital,"[""Saket Maternity and Nursing Home""]",1
Malad,West,Other,"[""Lifeline Chemist""]",1
Malad,West,Other,"[""Lifeline""]",1
Malad,West,Bank,"[""Dcb bank""]",1
Malad,West,Railway Station,"[""kreating charakters""]",1
Malad,West,Other,"[""UK A toZ Props""]",1
Malad,West,Other,"[""Scrumptuous""]",1
Malad,West,Other,"[""Gelato""]",1
Malad,West,Other,"[""Chaayos""]",1
Malad,West,Other,"[""Chai Coffi""]",1
Malad,West,Other,"[""Love And Latte"", ""Love and Latte""]",2
Malad,West,Other,"[""Jam Jar Diner""]",1
Malad,West,Cafe,"[""Blue Tokai Coffee""]",1
Malad,West,Other,"[""Chai""]",1
Malad,West,Other,"[""Rolls & Bowls""]",1
Malad,West,Food & Beverage,"[""Subway""]",1
Malad,West,Bar,"[""Barista""]",1
Malad,West,Other,"[""The Artists Village""]",1
Malad,West,FastFood/Restaurant,"[""Rodeo Pizza""]",1
Malad,West,Other,"[""Chai Gaadi""]",1
Malad,West,Other,"[""Kinoo's Cottage""]",1
Malad,West,Institute,"[""Clover Leaf Learning Academy""]",1
Malad,West,Speciality Hospital,"[""Holy Cross Convent""]",1
Malad,West,Institute,"[""Kishore Namit Kapoor Acting Institute""]",1
Malad,West,School,"[""Montessori Pre-School""]",1
Malad,West,Railway Station,"[""Railway Station""]",1
Malad,West,Metro Station,"[""kasturi park metro station""]",1
Malad,West,Mall,"[""Shopping Mall""]",1
Malad,West,Speciality Hospital,"[""Acme Shopping Center""]",1
Malad,West,School,"[""Vivekananda Night School""]",1
Malad,West,School,"[""Learnium School""]",1
Malad,West,Hospital,"[""Lifelline Medicare Hospitals""]",1
Malad,West,Airport,"[""Airport""]",1
Malad,West,Bank,"[""The saraswat bank ATM"", ""The saraswat bank""]",2
Malad,West,Hospital,"[""Dr. Sabnis Hospital""]",1
Malad,West,Metro Station,"[""Marol naka metro station""]",1
Malad,West,Other,"[""Marol""]",1
Malad,West,Hospital,"[""Sugun Hospital Multispeciality Diagnostic Icu""]",1
Malad,West,Hospital,"[""Dr Baliga Nursing Home""]",1
Malad,West,Hospital,"[""Kapadia Multi Speciality Hospital""]",1
Malad,West,Hospital,"[""Dr. Bhatt's Hospital""]",1
Malad,West,Railway Station,"[""Jogeshwari Station""]",1
Malad,West,Mall,"[""Growel's 101 Mall""]",1
Malad,West,Institute,"[""National Institute of Management""]",1
Malad,West,Mall,"[""Parth Business Plaza""]",1
Malad,West,College,"[""BMC College""]",1
Malad,West,Hospital,"[""General Hospital""]",1
Malad,West,Speciality Hospital,"[""Goldline Business Center""]",1
Malad,West,Other,"[""Water Kingdom""]",1
Malad,West,Other,"[""Kurar""]",1
Malad,West,School,"[""St. Anne's High School""]",1
Malad,West,Park,"[""Sai Baba Park Garden""]",1
Malad,West,Commercial Complex,"[""Aurum IT Park""]",1
Malad,West,Sports Facility,"[""Trinayan Stadium""]",1
Malad,West,Railway Station,"[""Gandhi Darshan Museum""]",1
Malad,West,Other,"[""Kanheri Caves""]",1
Malad,West,Mall,"[""Evershine Mall""]",1
Malad,West,ATM,"[""Mahatma Gandhi Nagar""]",1
Malad,West,Other,"[""Kandivali West""]",1
Malad,West,Other,"[""Pethe Nagar""]",1
Malad,West,Other,"[""Witty International""]",1
Malad,West,School,"[""Oberoi International School""]",1
Malad,West,Hospital,"[""Khm Medical Centre Shree Kandivli Hitwardhak Mandal Kandivali""]",1
Malad,West,Hospital,"[""Usha Maternity Home""]",1
Malad,West,Hospital,"[""Ankur Hospital Kandivali""]",1
Malad,West,Hospital,"[""Pratik Hospital and Maternity Home""]",1
Malad,West,Hospital,"[""Shah Surgical Hospital and Maternity Home P. Ltd.""]",1
Malad,West,Other,"[""Dr. Disha's Homoeopathy""]",1
Malad,West,Hospital,"[""Dalvi Hospital""]",1
Malad,West,Hospital,"[""Dr. Masurkar Hospital""]",1
Malad,West,Clinic,"[""Aditya Eye Clinic Kandivali""]",1
Malad,West,Clinic,"[""Laxmi Clinic - Kandivli - Mumbai""]",1
Malad,West,Clinic,"[""Gulmohar Eye Clinic""]",1
Malad,West,Other,"[""Kandivali E""]",1
Malad,West,Bank,"[""Cosmos bank""]",1
Malad,West,Other,"[""Akkad Bakkad""]",1
Malad,West,College,"[""K.E.S Shroff college ground""]",1
Malad,West,Hospital,"[""Sanghvi Hospital""]",1
Malad,West,Hospital,"[""Pushpa Maternity Home""]",1
Malad,West,Bank,"[""Oriental bank of commerce""]",1
Malad,East,Railway Station,"[""Goregaon Railway Station"", ""Goregaon railway station""]",2
Malad,East,Other,"[""Dindoshi"", ""Dindoshi MS""]",2
Malad,East,Mall,"[""Oberoi Mall"", ""Oberoi mall""]",2
Malad,East,Transport Hub,"[""Western Express Highway"", ""Western Express Hwy"", ""WESTERN EXPRESS HIGHWAY""]",3
Malad,East,College,"[""Sanskar College""]",1
Malad,East,Hospital,"[""Children's Academy Group of Schools""]",1
Malad,East,Hospital,"[""Mauli Aarogyam Multi Speciality Hospital""]",1
Malad,East,Airport,"[""Chhatrapati Shivaji Maharaj Int Airport"", ""Chhatrapati Shivaji Maharaj Int. Airport""]",2
Malad,East,Commercial Complex,"[""Synergy Business Park""]",1
Malad,East,Other,"[""Residency Sarovar Portico, Mumbai""]",1
Malad,East,Park,"[""Bollywood Park Filmcity Mumbai""]",1
Malad,East,Sports Facility,"[""Thakur Stadium MCGM Ground"", ""Thakur Stadium""]",2
Malad,East,Other,"[""Big Bazzar Kandivali""]",1
Malad,East,Religious Place,"[""Panchasar derasar""]",1
Malad,East,Religious Place,"[""Ratnapuri Jain Mandir""]",1
Malad,East,Bank,"[""Hdfc ATM"", ""Hdfc bank ATM""]",2
Malad,East,Clinic,"[""Bittoo Clinic""]",1
Malad,East,Hospital,"[""New Nari Hospital""]",1
Malad,East,Hospital,"[""Sai Krupa Hospital Mumbai"", ""Sai Kripa Hospital"", ""Sai Krupa Hospital & ICU""]",3
Malad,East,Other,"[""Hyat Hosptal""]",1
Malad,East,Hospital,"[""Balajee Hospital""]",1
Malad,East,Hospital,"[""Suvidha Hospital and Iccu"", ""Suvidha Hospital""]",2
Malad,East,Hospital,"[""Aastha Maternity""]",1
Malad,East,Clinic,"[""Suresh Eye Clinic""]",1
Malad,East,Hospital,"[""Tushar Maternity and Surgical Nursing Home""]",1
Malad,East,Hospital,"[""Enclave Maternity Home""]",1
Malad,East,Hospital,"[""Jeevan Maternity and Genral Hospital""]",1
Malad,East,Hospital,"[""Megha Surgical Hospital""]",1
Malad,East,Hospital,"[""Sanjeevani Surgical and General Hospital""]",1
Malad,East,Other,"[""Sai Swayam MatandNur Home""]",1
Malad,East,Hospital,"[""M.W. Desai Municipal General Hospital""]",1
Malad,East,Clinic,"[""Shree Ram Shyam Clinic""]",1
Malad,East,Hospital,"[""Kairav Nursing Home""]",1
Malad,East,Hospital,"[""Anandpara Surgical and General Hospital""]",1
Malad,East,Hospital,"[""Sanjeevani Chandrabhan Agrawal Charitable Trust Eye Hospital""]",1
Malad,East,Clinic,"[""Dr. Nirmal Clinic""]",1
Malad,East,Clinic,"[""Sudha Hospital and Polyclinic Mumbai""]",1
Malad,East,Hospital,"[""Dr. Sharik's Asha Maternity & General Hospital""]",1
Malad,East,Clinic,"[""Shree Sai Clinic"", ""Shree Clinic""]",2
Malad,East,Hospital,"[""Kanchi Nursing Home""]",1
Malad,East,Healthcare,"[""Krishna Eye Care Centre""]",1
Malad,East,Hospital,"[""S.K.Patil Hospital""]",1
Malad,East,Hospital,"[""Raj Nursing Home Mumbai"", ""Gandhi Nursing Home-Borivali-Mumbai""]",2
Malad,East,Other,"[""Pahadi Health Post""]",1
Malad,East,Clinic,"[""Agrawal Clinic""]",1
Malad,East,Tourist Place,"[""Pandurangawadi Health Post""]",1
Malad,East,Clinic,"[""Shah Eye Clinic and Microsurgery Centre""]",1
Malad,East,Clinic,"[""Dr. Nitin Pandit's Family Clinic""]",1
Malad,East,Hospital,"[""Royal Health Care Pvt Ltd""]",1
Malad,East,Clinic,"[""Sai Clinic and Day Care Centre""]",1
Malad,East,Hospital,"[""Shraddha Orthopedic and Surgical Hospital""]",1
Malad,East,Clinic,"[""Dr. Fulia's Homoeopathic Clinic""]",1
Malad,East,Clinic,"[""Quest Multispeciality Clinic""]",1
Malad,East,Hospital,"[""Vidya Hospital""]",1
Malad,East,FastFood/Restaurant,"[""Pawar Fast Food""]",1
Malad,East,Cafe,"[""Caffe Coffee Day"", ""Cafe Coffee Day""]",2
Malad,East,FastFood/Restaurant,"[""Domino's""]",1
Malad,East,School,"[""Yashodham High School & Jr. College"", ""Yashodham School""]",2
Malad,East,School,"[""St. George High School""]",1
Malad,East,School,"[""St. Joseph High School""]",1
Malad,East,School,"[""Universal High School""]",1
Malad,East,Hospital,"[""Shukla Diagnostic and Healthcare Centre""]",1
Malad,East,Hospital,"[""Devangi Hospital""]",1
Malad,East,Hospital,"[""Suchak Hospital""]",1
Malad,East,Hospital,"[""L. M Patel Eye Hospital""]",1
Malad,East,Railway Station,"[""Malad railway station"", ""Malad Railway Station"", ""Malad metro station"", ""MALAD RAILWAY STATION""]",4
Malad,East,Other,"[""Kurar Village""]",1
Malad,East,Other,"[""Aarey""]",1
Malad,East,School,"[""Royal Public School""]",1
Malad,East,Other,"[""kandivali"", ""Kandivali E""]",2
Malad,East,Other,"[""Chhatrapati Shivaji""]",1
Malad,East,Speciality Hospital,"[""Ascent Business Centre""]",1
Malad,East,Other,"[""The Westin""]",1
Malad,East,Other,"[""APARC""]",1
Malad,East,Sports Facility,"[""Maharana Pratap Stadium""]",1
Malad,East,Railway Station,"[""Ram Mandir Railway Station""]",1
Malad,East,Metro Station,"[""Dindoshi Metro Station"", ""Dindoshi metro station""]",2
Malad,East,Other,"[""Intellion Square""]",1
Malad,East,School,"[""Orchids The International School""]",1
Malad,East,College,"[""Vidya Vikas Universal College""]",1
Malad,East,Airport,"[""CSM Intl Airport"", ""CSM International Airport""]",2
Malad,East,Other,"[""Vardhman Fantasy""]",1
Malad,East,Other,"[""Let'sGolf""]",1
Malad,East,Other,"[""BMC Cricket Ground""]",1
Malad,East,Tourist Place,"[""Versova Beach""]",1
Malad,East,Metro Station,"[""Bandongri Metro Station""]",1
Malad,East,Mall,"[""Growel's 101 Mall"", ""Growel\u2019s 101 Mall""]",2
Malad,East,Mall,"[""Inorbit Mall Malad"", ""Inorbit Mall""]",2
Malad,East,Mall,"[""City Centre Mall, SV Rd""]",1
Malad,East,Transport Hub,"[""WE Highway""]",1
Malad,East,School,"[""Oberoi Intl School - OGC Campus""]",1
Malad,East,Hospital,"[""Balajee Hospital, Shah Arcade""]",1
Malad,East,Hospital,"[""Surana Hospital and Research Centre""]",1
Malad,East,Other,"[""Tata Consultancy Services Malad""]",1
Malad,East,Other,"[""WeWork Oberoi Commerz II""]",1
Malad,East,Commercial / Office,"[""Vakratunda Corporate Park""]",1
Malad,East,Other,"[""Paradigm B, Malad""]",1
Malad,East,Other,"[""NNP Waterfall""]",1
